time,elapsed_seconds,message
12:54:29,3.32e-05,retrieving REDSVD components
12:54:29,1.2e-05,triming REDSVD components to 2elements
12:54:29,3.04e-05,done REDSVD
12:54:29,7.1e-06,SVD factorization complete
12:54:29,0.0001014,commencing linear algebra multiplication to compute ugrade
12:54:29,9.7e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 2: cols = 10: size = 20: nonzeros = 20
12:54:29,9.8e-06,U info: rows = 10: cols = 2: size = 20: nonzeros = 20
12:54:29,9.2e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:54:29,4.72e-05,linear algebra multiplication to compute ugrade complete
12:54:29,1.95e-05,commencing check of parameter bounds and gradients
12:54:29,1.24e-05,commencing calculation of upgrade vector
12:54:29,0.0004661,forming JtQJ matrix
12:54:29,3.95e-05,commencing to scale JtQJ matrix- first SVD...
12:54:29,7.2e-06,starting REDSVD
12:54:29,3.5e-05,retrieving REDSVD components
12:54:29,1.19e-05,triming REDSVD components to 9elements
12:54:29,2.59e-05,done REDSVD
12:54:29,3.38e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:54:29,2.09e-05,JS
12:54:29,3.3e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:54:29,6.14e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:54:29,2.16e-05,commencing SVD factorization of lambda-scaled JtQJ
12:54:29,2.06e-05,starting REDSVD
12:54:29,4.73e-05,retrieving REDSVD components
12:54:29,3.35e-05,triming REDSVD components to 2elements
12:54:29,8.3e-06,done REDSVD
12:54:29,1.01e-05,SVD factorization complete
12:54:29,0.0001133,commencing linear algebra multiplication to compute ugrade
12:54:29,1.88e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 2: cols = 10: size = 20: nonzeros = 20
12:54:29,9.9e-06,U info: rows = 10: cols = 2: size = 20: nonzeros = 20
12:54:29,9e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:54:29,3.76e-05,linear algebra multiplication to compute ugrade complete
12:54:29,3.07e-05,commencing check of parameter bounds
12:54:29,1.01e-05,limiting out of bounds pars
12:54:29,2.08e-05,change limit/bound enforement for lambda 10: ,, scaling factor: 1
12:54:29,7.7e-06,checking for denormal floating point values
12:54:29,8.4e-06,transforming upgrade pars to model pars
12:54:29,1.17e-05,writing upgrade vector to csv file
12:54:29,0.0008672,beginning upgrade vector calculations, lambda = 100
12:54:29,0.0001104,commencing calculation of upgrade vector
12:54:29,0.0005997,forming JtQJ matrix
12:54:29,6.22e-05,commencing to scale JtQJ matrix- first SVD...
12:54:29,8.6e-06,starting REDSVD
12:54:29,5.95e-05,retrieving REDSVD components
12:54:29,2.22e-05,triming REDSVD components to 9elements
12:54:29,1.25e-05,done REDSVD
12:54:29,2.57e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:54:29,7e-06,JS
12:54:29,2.28e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:54:29,4.75e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:54:29,7e-06,commencing SVD factorization of lambda-scaled JtQJ
12:54:29,6.7e-06,starting REDSVD
12:54:29,3.67e-05,retrieving REDSVD components
12:54:29,1.26e-05,triming REDSVD components to 3elements
12:54:29,3.43e-05,done REDSVD
12:54:29,7.5e-06,SVD factorization complete
12:54:29,0.0001166,commencing linear algebra multiplication to compute ugrade
12:54:29,1.01e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 3: cols = 10: size = 30: nonzeros = 30
12:54:29,9.4e-06,U info: rows = 10: cols = 3: size = 30: nonzeros = 30
12:54:29,9.2e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:54:29,4.82e-05,linear algebra multiplication to compute ugrade complete
12:54:29,1.99e-05,commencing check of parameter bounds and gradients
12:54:29,1.23e-05,commencing calculation of upgrade vector
12:54:29,0.0004724,forming JtQJ matrix
12:54:29,4.1e-05,commencing to scale JtQJ matrix- first SVD...
12:54:29,7.4e-06,starting REDSVD
12:54:29,3.29e-05,retrieving REDSVD components
12:54:29,1.21e-05,triming REDSVD components to 9elements
12:54:29,2.88e-05,done REDSVD
12:54:29,4.17e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:54:29,2.12e-05,JS
12:54:29,4.17e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:54:29,6.5e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:54:29,2.21e-05,commencing SVD factorization of lambda-scaled JtQJ
12:54:29,2.09e-05,starting REDSVD
12:54:29,5.02e-05,retrieving REDSVD components
12:54:29,3.36e-05,triming REDSVD components to 3elements
12:54:29,8.7e-06,done REDSVD
12:54:29,1.07e-05,SVD factorization complete
12:54:29,0.0001108,commencing linear algebra multiplication to compute ugrade
12:54:29,9.9e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 3: cols = 10: size = 30: nonzeros = 30
12:54:29,9.2e-06,U info: rows = 10: cols = 3: size = 30: nonzeros = 30
12:54:29,8.7e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:54:29,3.35e-05,linear algebra multiplication to compute ugrade complete
12:54:29,2.71e-05,commencing check of parameter bounds
12:54:29,1.32e-05,limiting out of bounds pars
12:54:29,2.23e-05,change limit/bound enforement for lambda 100: upper bound,THETA_MIN, scaling factor: 0.00935813
12:54:29,0.0006756,checking for denormal floating point values
12:54:29,2.58e-05,transforming upgrade pars to model pars
12:54:29,1.6e-05,writing upgrade vector to csv file
12:54:29,0.0007464,beginning upgrade vector calculations, lambda = 1000
12:54:29,0.0001475,commencing calculation of upgrade vector
12:54:29,0.0005888,forming JtQJ matrix
12:54:29,5.05e-05,commencing to scale JtQJ matrix- first SVD...
12:54:29,1.1e-05,starting REDSVD
12:54:29,4.19e-05,retrieving REDSVD components
12:54:29,1.45e-05,triming REDSVD components to 9elements
12:54:29,1.26e-05,done REDSVD
12:54:29,2.17e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:54:29,6.9e-06,JS
12:54:29,1.87e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:54:29,4.65e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:54:29,7.2e-06,commencing SVD factorization of lambda-scaled JtQJ
12:54:29,1.01e-05,starting REDSVD
12:54:29,4.09e-05,retrieving REDSVD components
12:54:29,1.22e-05,triming REDSVD components to 4elements
12:54:29,3.14e-05,done REDSVD
12:54:29,7.1e-06,SVD factorization complete
12:54:29,0.0001292,commencing linear algebra multiplication to compute ugrade
12:54:29,9.7e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 4: cols = 10: size = 40: nonzeros = 40
12:54:29,1.02e-05,U info: rows = 10: cols = 4: size = 40: nonzeros = 40
12:54:29,9.3e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:54:29,5.25e-05,linear algebra multiplication to compute ugrade complete
12:54:29,1.94e-05,commencing check of parameter bounds and gradients
12:54:29,1.28e-05,commencing calculation of upgrade vector
12:54:29,0.0005021,forming JtQJ matrix
12:54:29,4.32e-05,commencing to scale JtQJ matrix- first SVD...
12:54:29,7e-06,starting REDSVD
12:54:29,4.77e-05,retrieving REDSVD components
12:54:29,1.93e-05,triming REDSVD components to 9elements
12:54:29,2.53e-05,done REDSVD
12:54:29,3.3e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:54:29,2.07e-05,JS
12:54:29,3.32e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:54:29,6.32e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:54:29,2.15e-05,commencing SVD factorization of lambda-scaled JtQJ
12:54:29,2.06e-05,starting REDSVD
12:54:29,5e-05,retrieving REDSVD components
12:54:29,3.31e-05,triming REDSVD components to 4elements
12:54:29,9e-06,done REDSVD
12:54:29,7.1e-06,SVD factorization complete
12:54:29,0.0001201,commencing linear algebra multiplication to compute ugrade
12:54:29,1.64e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 4: cols = 10: size = 40: nonzeros = 40
12:54:29,9.4e-06,U info: rows = 10: cols = 4: size = 40: nonzeros = 40
12:54:29,8.8e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:54:29,3.56e-05,linear algebra multiplication to compute ugrade complete
12:54:29,1.7e-05,commencing check of parameter bounds
12:54:29,9.1e-06,limiting out of bounds pars
12:54:29,2.11e-05,change limit/bound enforement for lambda 1000: upper bound,THETA_MIN, scaling factor: 0.090978
12:54:29,7.5e-06,checking for denormal floating point values
12:54:29,8.7e-06,transforming upgrade pars to model pars
12:54:29,1.16e-05,writing upgrade vector to csv file
12:54:29,0.0012962,LinearAnalysis::glm_iter_fosm
12:54:29,0.000132,starting FOSM uncertainty analyses for iteration 5
12:54:29,0.0034057,loading obscov
12:54:29,6.31e-05,loading parcov
12:54:29,4.52e-05,setting predictions
12:54:29,1.42e-05,set_predictions
12:54:29,6.52e-05,extracting prediction MOD_OBS0_4 from jacobian
12:54:29,0.0004269,extracting prediction MOD_OBS0_5 from jacobian
12:54:29,0.0003104,extracting prediction MOD_OBS1_3 from jacobian
12:54:29,0.0002755,extracting prediction MOD_OBS1_4 from jacobian
12:54:29,0.0002717,extracting prediction MOD_OBS1_5 from jacobian
12:54:29,0.0002892,extracting prediction MOD_OBS1_6 from jacobian
12:54:29,0.0003073,extracting prediction MOD_OBS1_7 from jacobian
12:54:29,0.0002463,extracting prediction MOD_OBS2_3 from jacobian
12:54:29,0.0002466,extracting prediction MOD_OBS2_4 from jacobian
12:54:29,0.0002372,extracting prediction MOD_OBS2_5 from jacobian
12:54:29,0.0002818,extracting prediction MOD_OBS2_6 from jacobian
12:54:29,0.0002334,extracting prediction MOD_OBS2_7 from jacobian
12:54:29,0.0002297,extracting prediction MOD_OBS3_3 from jacobian
12:54:29,0.0002222,extracting prediction MOD_OBS3_4 from jacobian
12:54:29,0.0002928,extracting prediction MOD_OBS3_5 from jacobian
12:54:29,0.0002735,extracting prediction MOD_OBS3_6 from jacobian
12:54:29,0.0002737,extracting prediction MOD_OBS3_7 from jacobian
12:54:29,0.0002259,extracting prediction MOD_OBS4_3 from jacobian
12:54:29,0.0002247,extracting prediction MOD_OBS4_4 from jacobian
12:54:29,0.0002217,extracting prediction MOD_OBS4_5 from jacobian
12:54:29,0.0002114,extracting prediction MOD_OBS4_6 from jacobian
12:54:29,0.0002152,extracting prediction MOD_OBS4_7 from jacobian
12:54:29,0.0002157,extracting prediction MOD_OBS5_3 from jacobian
12:54:29,0.000216,extracting prediction MOD_OBS5_4 from jacobian
12:54:29,0.0002185,extracting prediction MOD_OBS5_5 from jacobian
12:54:29,0.0002252,extracting prediction MOD_OBS5_6 from jacobian
12:54:29,0.0002122,extracting prediction MOD_OBS5_7 from jacobian
12:54:29,0.0002267,extracting prediction MOD_OBS6_3 from jacobian
12:54:29,0.0002038,extracting prediction MOD_OBS6_4 from jacobian
12:54:29,0.0002001,extracting prediction MOD_OBS6_5 from jacobian
12:54:29,0.0002005,extracting prediction MOD_OBS6_6 from jacobian
12:54:29,0.0001918,extracting prediction MOD_OBS6_7 from jacobian
12:54:29,0.0001861,extracting prediction MOD_OBS7_3 from jacobian
12:54:29,0.0001754,extracting prediction MOD_OBS7_4 from jacobian
12:54:29,0.0001859,extracting prediction MOD_OBS7_5 from jacobian
12:54:29,0.0002611,extracting prediction MOD_OBS7_6 from jacobian
12:54:29,0.0001871,extracting prediction MOD_OBS7_7 from jacobian
12:54:29,0.0002124,extracting prediction MOD_OBS8_3 from jacobian
12:54:29,0.0001896,extracting prediction MOD_OBS8_4 from jacobian
12:54:29,0.0001869,extracting prediction MOD_OBS8_5 from jacobian
12:54:29,0.0001803,extracting prediction MOD_OBS8_6 from jacobian
12:54:29,0.0001693,extracting prediction MOD_OBS8_7 from jacobian
12:54:29,0.0001923,extracting prediction MOD_OBS9_3 from jacobian
12:54:29,0.0002191,extracting prediction MOD_OBS9_4 from jacobian
12:54:29,0.0001559,extracting prediction MOD_OBS9_5 from jacobian
12:54:29,0.0001533,extracting prediction MOD_OBS9_6 from jacobian
12:54:29,0.0001469,extracting prediction MOD_OBS9_7 from jacobian
12:54:29,0.0001549,extracting prediction MOD_OBS10_3 from jacobian
12:54:29,0.000144,extracting prediction MOD_OBS10_4 from jacobian
12:54:29,0.0001489,extracting prediction MOD_OBS10_5 from jacobian
12:54:29,0.0001431,extracting prediction MOD_OBS10_6 from jacobian
12:54:29,0.0001391,extracting prediction MOD_OBS10_7 from jacobian
12:54:29,0.0001416,extracting prediction MOD_OBS11_3 from jacobian
12:54:29,0.000137,extracting prediction MOD_OBS11_4 from jacobian
12:54:29,0.0001364,extracting prediction MOD_OBS11_5 from jacobian
12:54:29,0.0001769,extracting prediction MOD_OBS11_6 from jacobian
12:54:29,0.0001622,extracting prediction MOD_OBS11_7 from jacobian
12:54:29,0.000166,extracting prediction MOD_OBS12_6 from jacobian
12:54:29,0.0001332,extracting prediction MOD_OBS13_6 from jacobian
12:54:29,0.0001632,extracting prediction MOD_OBS14_6 from jacobian
12:54:29,0.0001437,parameter fosm calcs
12:54:29,7.9e-06,LinearAnalysis::calc_posterior
12:54:29,8.4e-06,LinearAnalysis::align
12:54:29,0.0001589,LinearAnalysis::prior_prediction_variance()::invert obscov
12:54:29,7.9e-06,inverting diagonal matrix in place
12:54:29,1.84e-05,LinearAnalysis::calc_posterior() form JtQJ
12:54:29,5.86e-05,LinearAnalysis::calc_posterior() invert prior parcov
12:54:29,2.56e-05,LinearAnalysis::calc_posterior() form posterior parcov
12:54:29,2.08e-05,LinearAnalysis::calc_posterior() invert posterior parcov
12:54:29,6.7e-06,inverting non-diagonal matrix in place
12:54:29,0.0026215,forecast FOSM calcs
12:54:29,0.000626,LinearAnalysis::prior_prediction_variance
12:54:29,0.0005561,LinearAnalysis::prior_prediction_variance
12:55:39,70.4896,completed iteration 6
12:55:39,0.0239654,beginning iteration 7
12:55:39,0.0039956,commencing to build jacobian parameter sets
12:55:39,0.0076473,jacobian parameter sets built, commencing model runs
12:57:47,127.529,jacobian runs complete, processing runs
12:57:47,0.0027901,processing jacobian runs complete
12:57:47,1.95e-05,saving jacobian and sen files
12:57:47,0.0024287,commencing calculation of upgrade vector
12:57:47,0.0006515,forming JtQJ matrix
12:57:47,9.69e-05,commencing to scale JtQJ matrix- first SVD...
12:57:47,1.49e-05,starting REDSVD
12:57:47,8.06e-05,retrieving REDSVD components
12:57:47,3.24e-05,triming REDSVD components to 10elements
12:57:47,2.16e-05,done REDSVD
12:57:47,4.96e-05,S info: rows = 11: cols = 11: size = 121: nonzeros = 11
12:57:47,1.05e-05,JS
12:57:47,4.21e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:57:47,8.23e-05,S info: rows = 11: cols = 11: size = 121: nonzeros = 11
12:57:47,1.21e-05,commencing SVD factorization of lambda-scaled JtQJ
12:57:47,1.19e-05,starting REDSVD
12:57:47,8.7e-05,retrieving REDSVD components
12:57:47,2.7e-05,triming REDSVD components to 4elements
12:57:47,1.78e-05,done REDSVD
12:57:47,1.61e-05,SVD factorization complete
12:57:47,0.0001917,commencing linear algebra multiplication to compute ugrade
12:57:47,1.58e-05,S info: rows = 11: cols = 11: size = 121: nonzeros = 11Vt info: rows = 4: cols = 11: size = 44: nonzeros = 44
12:57:47,1.77e-05,U info: rows = 11: cols = 4: size = 44: nonzeros = 44
12:57:47,1.43e-05,jac info: rows = 66: cols = 11: size = 726: nonzeros = 726
12:57:47,6.18e-05,linear algebra multiplication to compute ugrade complete
12:57:47,3.51e-05,commencing check of parameter bounds and gradients
12:57:47,0.0020775,beginning upgrade vector calculations, lambda = 0.1
12:57:47,0.0001492,commencing calculation of upgrade vector
12:57:47,0.0008612,forming JtQJ matrix
12:57:47,8.81e-05,commencing to scale JtQJ matrix- first SVD...
12:57:47,1.53e-05,starting REDSVD
12:57:47,7.72e-05,retrieving REDSVD components
12:57:47,2.27e-05,triming REDSVD components to 10elements
12:57:47,1.75e-05,done REDSVD
12:57:47,3.25e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,1.11e-05,JS
12:57:47,2.91e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:57:47,7.39e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,1.16e-05,commencing SVD factorization of lambda-scaled JtQJ
12:57:47,1.08e-05,starting REDSVD
12:57:47,6.25e-05,retrieving REDSVD components
12:57:47,2e-05,triming REDSVD components to 4elements
12:57:47,3.73e-05,done REDSVD
12:57:47,1.12e-05,SVD factorization complete
12:57:47,0.0002026,commencing linear algebra multiplication to compute ugrade
12:57:47,1.59e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 4: cols = 10: size = 40: nonzeros = 40
12:57:47,1.56e-05,U info: rows = 10: cols = 4: size = 40: nonzeros = 40
12:57:47,1.55e-05,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:57:47,6.39e-05,linear algebra multiplication to compute ugrade complete
12:57:47,3.44e-05,commencing check of parameter bounds and gradients
12:57:47,2.13e-05,commencing calculation of upgrade vector
12:57:47,0.0007027,forming JtQJ matrix
12:57:47,8.9e-05,commencing to scale JtQJ matrix- first SVD...
12:57:47,1.33e-05,starting REDSVD
12:57:47,5.46e-05,retrieving REDSVD components
12:57:47,1.88e-05,triming REDSVD components to 10elements
12:57:47,3.19e-05,done REDSVD
12:57:47,5.12e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,2.55e-05,JS
12:57:47,4.96e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:57:47,9.5e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,2.59e-05,commencing SVD factorization of lambda-scaled JtQJ
12:57:47,2.49e-05,starting REDSVD
12:57:47,6.58e-05,retrieving REDSVD components
12:57:47,4.38e-05,triming REDSVD components to 4elements
12:57:47,1.43e-05,done REDSVD
12:57:47,1.14e-05,SVD factorization complete
12:57:47,0.0001846,commencing linear algebra multiplication to compute ugrade
12:57:47,2.36e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 4: cols = 10: size = 40: nonzeros = 40
12:57:47,1.93e-05,U info: rows = 10: cols = 4: size = 40: nonzeros = 40
12:57:47,1.71e-05,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:57:47,6.22e-05,linear algebra multiplication to compute ugrade complete
12:57:47,3.18e-05,commencing check of parameter bounds
12:57:47,1.51e-05,limiting out of bounds pars
12:57:47,3.11e-05,change limit/bound enforement for lambda 0.1: lower bound,Q_AIR_SLAB, scaling factor: 0.00714701
12:57:47,0.0003176,checking for denormal floating point values
12:57:47,1.72e-05,transforming upgrade pars to model pars
12:57:47,1.74e-05,writing upgrade vector to csv file
12:57:47,0.0017667,beginning upgrade vector calculations, lambda = 1
12:57:47,8.64e-05,commencing calculation of upgrade vector
12:57:47,0.0005506,forming JtQJ matrix
12:57:47,4.95e-05,commencing to scale JtQJ matrix- first SVD...
12:57:47,7.9e-06,starting REDSVD
12:57:47,4.05e-05,retrieving REDSVD components
12:57:47,1.98e-05,triming REDSVD components to 10elements
12:57:47,1.5e-05,done REDSVD
12:57:47,2.08e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,6.7e-06,JS
12:57:47,1.85e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:57:47,4.45e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,6.8e-06,commencing SVD factorization of lambda-scaled JtQJ
12:57:47,6.5e-06,starting REDSVD
12:57:47,3.65e-05,retrieving REDSVD components
12:57:47,1.15e-05,triming REDSVD components to 5elements
12:57:47,3.06e-05,done REDSVD
12:57:47,7e-06,SVD factorization complete
12:57:47,0.0001436,commencing linear algebra multiplication to compute ugrade
12:57:47,9.9e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 5: cols = 10: size = 50: nonzeros = 50
12:57:47,9.4e-06,U info: rows = 10: cols = 5: size = 50: nonzeros = 50
12:57:47,9e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:57:47,3.35e-05,linear algebra multiplication to compute ugrade complete
12:57:47,1.89e-05,commencing check of parameter bounds and gradients
12:57:47,1.58e-05,commencing calculation of upgrade vector
12:57:47,0.0004891,forming JtQJ matrix
12:57:47,4.08e-05,commencing to scale JtQJ matrix- first SVD...
12:57:47,6.9e-06,starting REDSVD
12:57:47,5.02e-05,retrieving REDSVD components
12:57:47,1.25e-05,triming REDSVD components to 10elements
12:57:47,2.46e-05,done REDSVD
12:57:47,3.24e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,2.05e-05,JS
12:57:47,3.08e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:57:47,5.74e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,2.3e-05,commencing SVD factorization of lambda-scaled JtQJ
12:57:47,2.02e-05,starting REDSVD
12:57:47,4.95e-05,retrieving REDSVD components
12:57:47,3.54e-05,triming REDSVD components to 5elements
12:57:47,9.3e-06,done REDSVD
12:57:47,6.8e-06,SVD factorization complete
12:57:47,0.0001328,commencing linear algebra multiplication to compute ugrade
12:57:47,9.5e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 5: cols = 10: size = 50: nonzeros = 50
12:57:47,8.9e-06,U info: rows = 10: cols = 5: size = 50: nonzeros = 50
12:57:47,8.8e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:57:47,3.15e-05,linear algebra multiplication to compute ugrade complete
12:57:47,2.12e-05,commencing check of parameter bounds
12:57:47,9.5e-06,limiting out of bounds pars
12:57:47,2.19e-05,change limit/bound enforement for lambda 1: lower bound,Q_AIR_SLAB, scaling factor: 0.0155614
12:57:47,7.5e-06,checking for denormal floating point values
12:57:47,8e-06,transforming upgrade pars to model pars
12:57:47,8.7e-06,writing upgrade vector to csv file
12:57:47,0.0007087,beginning upgrade vector calculations, lambda = 10
12:57:47,0.000101,commencing calculation of upgrade vector
12:57:47,0.0007237,forming JtQJ matrix
12:57:47,7.89e-05,commencing to scale JtQJ matrix- first SVD...
12:57:47,1.38e-05,starting REDSVD
12:57:47,5.24e-05,retrieving REDSVD components
12:57:47,2.03e-05,triming REDSVD components to 10elements
12:57:47,2.15e-05,done REDSVD
12:57:47,3.25e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,1e-05,JS
12:57:47,3.91e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:57:47,7.1e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,1.01e-05,commencing SVD factorization of lambda-scaled JtQJ
12:57:47,9e-06,starting REDSVD
12:57:47,4.93e-05,retrieving REDSVD components
12:57:47,1.72e-05,triming REDSVD components to 5elements
12:57:47,3.73e-05,done REDSVD
12:57:47,1.04e-05,SVD factorization complete
12:57:47,0.0001716,commencing linear algebra multiplication to compute ugrade
12:57:47,1.23e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 5: cols = 10: size = 50: nonzeros = 50
12:57:47,1.34e-05,U info: rows = 10: cols = 5: size = 50: nonzeros = 50
12:57:47,8.9e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:57:47,3.62e-05,linear algebra multiplication to compute ugrade complete
12:57:47,1.99e-05,commencing check of parameter bounds and gradients
12:57:47,1.3e-05,commencing calculation of upgrade vector
12:57:47,0.0004601,forming JtQJ matrix
12:57:47,5e-05,commencing to scale JtQJ matrix- first SVD...
12:57:47,7.1e-06,starting REDSVD
12:57:47,3.61e-05,retrieving REDSVD components
12:57:47,1.93e-05,triming REDSVD components to 10elements
12:57:47,2.48e-05,done REDSVD
12:57:47,3.62e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,2.05e-05,JS
12:57:47,3.22e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:57:47,6.39e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,2.34e-05,commencing SVD factorization of lambda-scaled JtQJ
12:57:47,2.69e-05,starting REDSVD
12:57:47,5.35e-05,retrieving REDSVD components
12:57:47,3.81e-05,triming REDSVD components to 5elements
12:57:47,1.36e-05,done REDSVD
12:57:47,1.17e-05,SVD factorization complete
12:57:47,0.0001614,commencing linear algebra multiplication to compute ugrade
12:57:47,1.9e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 5: cols = 10: size = 50: nonzeros = 50
12:57:47,9.5e-06,U info: rows = 10: cols = 5: size = 50: nonzeros = 50
12:57:47,8.6e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:57:47,3.36e-05,linear algebra multiplication to compute ugrade complete
12:57:47,1.87e-05,commencing check of parameter bounds
12:57:47,9.9e-06,limiting out of bounds pars
12:57:47,2.48e-05,change limit/bound enforement for lambda 10: lower bound,Q_AIR_SLAB, scaling factor: 0.127668
12:57:47,7.6e-06,checking for denormal floating point values
12:57:47,8.2e-06,transforming upgrade pars to model pars
12:57:47,8.4e-06,writing upgrade vector to csv file
12:57:47,0.001533,beginning upgrade vector calculations, lambda = 100
12:57:47,0.0001714,commencing calculation of upgrade vector
12:57:47,0.0005512,forming JtQJ matrix
12:57:47,5.88e-05,commencing to scale JtQJ matrix- first SVD...
12:57:47,1.16e-05,starting REDSVD
12:57:47,5.51e-05,retrieving REDSVD components
12:57:47,2.42e-05,triming REDSVD components to 10elements
12:57:47,1.25e-05,done REDSVD
12:57:47,2.13e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,6.5e-06,JS
12:57:47,2.1e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:57:47,4.3e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,6.8e-06,commencing SVD factorization of lambda-scaled JtQJ
12:57:47,6.4e-06,starting REDSVD
12:57:47,4.19e-05,retrieving REDSVD components
12:57:47,1.19e-05,triming REDSVD components to 5elements
12:57:47,3.57e-05,done REDSVD
12:57:47,7e-06,SVD factorization complete
12:57:47,0.000139,commencing linear algebra multiplication to compute ugrade
12:57:47,9.6e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 5: cols = 10: size = 50: nonzeros = 50
12:57:47,9.1e-06,U info: rows = 10: cols = 5: size = 50: nonzeros = 50
12:57:47,8.7e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:57:47,3.78e-05,linear algebra multiplication to compute ugrade complete
12:57:47,2.15e-05,commencing check of parameter bounds and gradients
12:57:47,1.69e-05,commencing calculation of upgrade vector
12:57:47,0.0004872,forming JtQJ matrix
12:57:47,3.97e-05,commencing to scale JtQJ matrix- first SVD...
12:57:47,6.9e-06,starting REDSVD
12:57:47,3.62e-05,retrieving REDSVD components
12:57:47,1.27e-05,triming REDSVD components to 10elements
12:57:47,2.44e-05,done REDSVD
12:57:47,3.24e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,2.03e-05,JS
12:57:47,3.81e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:57:47,6.04e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:57:47,2.04e-05,commencing SVD factorization of lambda-scaled JtQJ
12:57:47,2.03e-05,starting REDSVD
12:57:47,5.09e-05,retrieving REDSVD components
12:57:47,3.16e-05,triming REDSVD components to 5elements
